customer_id,recency_days,frequency,monetary,avg_order_value,customer_tenure_days,segment
12922,147,2,336.15,168.08,285,Hibernating Need-Attention
12923,105,1,75.43,75.43,0,Hibernating Need-Attention
12924,36,3,474.36,158.12,209,Active Low-Frequency / Promising
12925,2,1,140.52,140.52,0,Active Low-Frequency / Promising
12926,21,2,303.73,151.86,119,Active Low-Frequency / Promising
12927,51,1,202.2,202.2,0,Active Low-Frequency / Promising
12928,66,2,304.18,152.09,119,Hibernating Need-Attention
12929,20,1,89.67,89.67,0,Active Low-Frequency / Promising
12930,10,2,349.4,174.7,198,Active Low-Frequency / Promising
12931,118,2,235.42,117.71,306,Hibernating Need-Attention
12932,271,2,146.0,73.0,441,Lost / At-Risk One-Timers
12933,49,2,212.38,106.19,139,Active Low-Frequency / Promising
12934,13,2,254.4,127.2,35,Active Low-Frequency / Promising
12935,21,3,214.75,71.58,72,Active Low-Frequency / Promising
12936,2,1,152.86,152.86,0,Active Low-Frequency / Promising
12937,160,3,321.38,107.13,222,Hibernating Need-Attention
12938,9,1,154.12,154.12,0,Active Low-Frequency / Promising
12939,56,1,71.74,71.74,0,Active Low-Frequency / Promising
12940,21,1,139.98,139.98,0,Active Low-Frequency / Promising
12941,53,1,220.29,220.29,0,Active Low-Frequency / Promising
12942,69,3,222.26,74.09,268,Hibernating Need-Attention
12943,116,2,262.14,131.07,359,Hibernating Need-Attention
12944,16,3,375.75,125.25,41,Active Low-Frequency / Promising
12945,1,1,52.11,52.11,0,Active Low-Frequency / Promising
12946,10,1,150.72,150.72,0,Active Low-Frequency / Promising
12947,150,1,142.1,142.1,0,Hibernating Need-Attention
12948,135,1,89.52,89.52,0,Hibernating Need-Attention
12949,60,1,155.94,155.94,0,Active Low-Frequency / Promising
12950,60,1,132.23,132.23,0,Active Low-Frequency / Promising
12951,72,1,206.77,206.77,0,Hibernating Need-Attention
12952,13,2,420.98,210.49,158,Active Low-Frequency / Promising
12953,160,2,188.86,94.43,388,Hibernating Need-Attention
12954,36,20,2839.35,141.97,152,Loyal High-Value Champions
12955,32,5,683.43,136.69,125,Loyal High-Value Champions
12956,48,2,370.87,185.44,182,Active Low-Frequency / Promising
12957,4,1,161.99,161.99,0,Active Low-Frequency / Promising
12958,12,2,142.89,71.44,201,Active Low-Frequency / Promising
12959,88,3,388.34,129.45,311,Hibernating Need-Attention
12960,6,1,104.14,104.14,0,Active Low-Frequency / Promising
12961,61,1,102.94,102.94,0,Hibernating Need-Attention
12962,19,3,232.2,77.4,79,Active Low-Frequency / Promising
12963,33,1,191.4,191.4,0,Active Low-Frequency / Promising
12964,23,2,269.01,134.5,57,Active Low-Frequency / Promising
12965,29,2,311.67,155.84,110,Active Low-Frequency / Promising
12966,83,1,138.27,138.27,0,Hibernating Need-Attention
12967,23,1,103.88,103.88,0,Active Low-Frequency / Promising
12968,55,1,188.56,188.56,0,Active Low-Frequency / Promising
12969,43,1,119.94,119.94,0,Active Low-Frequency / Promising
12970,71,1,263.96,263.96,0,Hibernating Need-Attention
12971,180,3,213.09,71.03,313,Hibernating Need-Attention
12972,86,1,142.58,142.58,0,Hibernating Need-Attention
12973,16,1,182.59,182.59,0,Active Low-Frequency / Promising
12974,3,1,98.12,98.12,0,Active Low-Frequency / Promising
12975,20,5,331.15,66.23,128,Loyal High-Value Champions
12976,59,1,155.77,155.77,0,Active Low-Frequency / Promising
12977,4,1,81.17,81.17,0,Active Low-Frequency / Promising
12978,45,4,472.22,118.06,267,Loyal High-Value Champions
12979,60,3,467.95,155.98,153,Active Low-Frequency / Promising
12980,27,1,177.44,177.44,0,Active Low-Frequency / Promising
12981,96,3,279.45,93.15,216,Hibernating Need-Attention
12982,8,1,130.24,130.24,0,Active Low-Frequency / Promising
12983,6,1,142.7,142.7,0,Active Low-Frequency / Promising
12984,85,1,185.1,185.1,0,Hibernating Need-Attention
12985,45,1,279.62,279.62,0,Active Low-Frequency / Promising
12986,76,2,96.38,48.19,215,Hibernating Need-Attention
12987,38,1,125.42,125.42,0,Active Low-Frequency / Promising
12988,19,1,139.61,139.61,0,Active Low-Frequency / Promising
12989,112,2,372.06,186.03,347,Hibernating Need-Attention
12990,105,3,183.52,61.17,353,Hibernating Need-Attention
12991,78,1,139.86,139.86,0,Hibernating Need-Attention
12992,21,2,271.41,135.71,177,Active Low-Frequency / Promising
12993,58,1,86.25,86.25,0,Active Low-Frequency / Promising
12994,30,3,197.38,65.79,166,Active Low-Frequency / Promising
12995,7,2,299.54,149.77,120,Active Low-Frequency / Promising
12996,163,8,478.75,59.84,350,Hibernating Need-Attention
12997,10,1,99.17,99.17,0,Active Low-Frequency / Promising
12998,196,1,109.65,109.65,0,Lost / At-Risk One-Timers
12999,39,1,144.65,144.65,0,Active Low-Frequency / Promising
